,val_accuracy,accuracy,val_loss,loss
0,0.5199999809265137,0.5533333420753479,0.6682289242744446,0.6748837232589722
1,0.6399999856948853,0.6666666865348816,0.6545303463935852,0.665536105632782
2,0.7599999904632568,0.6549999713897705,0.6337425708770752,0.6500071883201599
3,0.7799999713897705,0.8066666722297668,0.6036540865898132,0.6284441947937012
4,0.7200000286102295,0.7666666507720947,0.568423330783844,0.6000440716743469
5,0.8600000143051147,0.8399999737739563,0.5043550729751587,0.5504516363143921
6,0.8600000143051147,0.8316666483879089,0.4347207248210907,0.4978425204753876
7,0.8999999761581421,0.8316666483879089,0.37733080983161926,0.43973079323768616
8,0.8799999952316284,0.824999988079071,0.3402118980884552,0.414262980222702
9,0.800000011920929,0.8450000286102295,0.37749183177948,0.3746165335178375
10,0.8999999761581421,0.846666693687439,0.30507123470306396,0.3636968731880188
11,0.8999999761581421,0.871666669845581,0.2682640552520752,0.33231738209724426
12,0.8999999761581421,0.8816666603088379,0.24967670440673828,0.31802916526794434
13,0.8999999761581421,0.878333330154419,0.25004643201828003,0.31088486313819885
14,0.9200000166893005,0.8816666603088379,0.22623594105243683,0.30223020911216736
15,0.9200000166893005,0.8899999856948853,0.2176380753517151,0.2841774821281433
16,0.9200000166893005,0.8999999761581421,0.21554559469223022,0.27134576439857483
17,0.9200000166893005,0.8983333110809326,0.20305006206035614,0.26515448093414307
18,0.8999999761581421,0.8916666507720947,0.23234423995018005,0.2635900378227234
19,0.9200000166893005,0.8916666507720947,0.20731967687606812,0.26621732115745544
20,0.9200000166893005,0.8949999809265137,0.1833178699016571,0.2556314170360565
21,0.9200000166893005,0.92166668176651,0.2023918181657791,0.2389795482158661
22,0.9200000166893005,0.9150000214576721,0.18340064585208893,0.23882034420967102
23,0.9599999785423279,0.9100000262260437,0.16264471411705017,0.230838343501091
24,0.9200000166893005,0.8949999809265137,0.23148471117019653,0.24044786393642426
25,0.9200000166893005,0.9116666913032532,0.15733468532562256,0.23403620719909668
26,0.9200000166893005,0.903333306312561,0.15895923972129822,0.22835864126682281
27,0.9200000166893005,0.92166668176651,0.15305066108703613,0.21450060606002808
28,0.9599999785423279,0.9150000214576721,0.13683821260929108,0.20991240441799164
29,0.9599999785423279,0.9200000166893005,0.13628064095973969,0.2035968005657196
30,0.9200000166893005,0.8933333158493042,0.19169771671295166,0.2518506348133087
31,0.9399999976158142,0.8999999761581421,0.1743052899837494,0.24004417657852173
32,0.9399999976158142,0.903333306312561,0.14623180031776428,0.21895726025104523
33,0.9399999976158142,0.9366666674613953,0.13104364275932312,0.19048067927360535
34,0.9399999976158142,0.9350000023841858,0.1521686315536499,0.1843130737543106
35,0.9399999976158142,0.9333333373069763,0.1447932869195938,0.18301871418952942
36,0.9599999785423279,0.9383333325386047,0.11430962383747101,0.18387410044670105
37,0.9399999976158142,0.9433333277702332,0.11289900541305542,0.17455461621284485
38,0.9399999976158142,0.9416666626930237,0.11806228011846542,0.17041081190109253
39,0.9800000190734863,0.9333333373069763,0.10481531918048859,0.1786067634820938
40,0.9800000190734863,0.9433333277702332,0.10323639214038849,0.17761093378067017
41,0.9399999976158142,0.9383333325386047,0.10934396088123322,0.16375018656253815
42,0.9399999976158142,0.9433333277702332,0.10654054582118988,0.16332295536994934
43,0.9599999785423279,0.9399999976158142,0.1064998060464859,0.16386766731739044
44,0.9399999976158142,0.9483333230018616,0.09927024692296982,0.15200814604759216
45,0.9599999785423279,0.9483333230018616,0.11604417115449905,0.14862766861915588
46,0.9399999976158142,0.949999988079071,0.09556994587182999,0.15029047429561615
47,0.9599999785423279,0.9583333134651184,0.09574839472770691,0.14467062056064606
48,0.9599999785423279,0.95333331823349,0.11615518480539322,0.1442435085773468
49,0.9800000190734863,0.9483333230018616,0.08541074395179749,0.1548817902803421
50,0.9599999785423279,0.9449999928474426,0.10843127965927124,0.14366015791893005
51,0.9599999785423279,0.949999988079071,0.0878874883055687,0.1391133964061737
52,0.9800000190734863,0.9416666626930237,0.07627572864294052,0.16005095839500427
53,0.9200000166893005,0.9416666626930237,0.14710359275341034,0.1505688577890396
54,0.9800000190734863,0.9599999785423279,0.07888393849134445,0.13217096030712128
55,0.9599999785423279,0.9483333230018616,0.07628557085990906,0.1357397735118866
56,0.9599999785423279,0.9633333086967468,0.1056312844157219,0.12582556903362274
57,0.9800000190734863,0.9466666579246521,0.08037622272968292,0.13202081620693207
58,0.9800000190734863,0.9666666388511658,0.07256779074668884,0.11922600865364075
59,0.9800000190734863,0.9566666483879089,0.06802022457122803,0.120958611369133
60,0.9800000190734863,0.9599999785423279,0.07269926369190216,0.12004464119672775
61,1.0,0.9700000286102295,0.06907311826944351,0.11068429052829742
62,0.9800000190734863,0.9666666388511658,0.06587674468755722,0.11277778446674347
63,0.9800000190734863,0.9683333039283752,0.06849022954702377,0.1058463379740715
64,0.9800000190734863,0.9683333039283752,0.06365112215280533,0.11028304696083069
65,0.9599999785423279,0.9649999737739563,0.08853303641080856,0.1097598522901535
66,0.9800000190734863,0.9649999737739563,0.06528942286968231,0.10484696179628372
67,0.9800000190734863,0.9683333039283752,0.06738952547311783,0.10060250014066696
68,0.9800000190734863,0.9700000286102295,0.060485657304525375,0.10290788114070892
69,0.9399999976158142,0.9700000286102295,0.1290910691022873,0.10233821719884872
70,0.9800000190734863,0.9666666388511658,0.06857004016637802,0.10692670196294785
71,0.9800000190734863,0.9683333039283752,0.0561985969543457,0.10218320786952972
72,0.9599999785423279,0.971666693687439,0.08576570451259613,0.09736072272062302
73,1.0,0.9700000286102295,0.05161048471927643,0.09492594748735428
74,1.0,0.971666693687439,0.053485192358493805,0.09456965327262878
75,1.0,0.971666693687439,0.05273552983999252,0.09201834350824356
76,1.0,0.9733333587646484,0.05316083878278732,0.0874265506863594
77,0.9800000190734863,0.9800000190734863,0.060360364615917206,0.08388764411211014
78,1.0,0.9666666388511658,0.047398120164871216,0.08542145043611526
79,1.0,0.9800000190734863,0.05032610520720482,0.07923214882612228
80,1.0,0.9599999785423279,0.05804981663823128,0.08758079260587692
81,0.9800000190734863,0.9583333134651184,0.05467265099287033,0.10739303380250931
82,1.0,0.9700000286102295,0.05246561020612717,0.08342337608337402
83,1.0,0.9766666889190674,0.04826492816209793,0.07975661009550095
84,1.0,0.9750000238418579,0.04486154019832611,0.07273733615875244
85,1.0,0.9783333539962769,0.04968346282839775,0.06947197020053864
86,0.9599999785423279,0.9783333539962769,0.07439225912094116,0.07435410469770432
87,0.9599999785423279,0.9783333539962769,0.09178140014410019,0.07813361287117004
88,1.0,0.9633333086967468,0.050967324525117874,0.09627137333154678
89,0.9800000190734863,0.9666666388511658,0.05471809208393097,0.10356614738702774
90,0.9800000190734863,0.9683333039283752,0.06052808463573456,0.09570558369159698
91,1.0,0.9783333539962769,0.04108412563800812,0.06826312094926834
92,1.0,0.971666693687439,0.042035069316625595,0.07865286618471146
93,1.0,0.9816666841506958,0.0377972237765789,0.06409231573343277
94,1.0,0.9816666841506958,0.03886955603957176,0.05840663984417915
95,1.0,0.9800000190734863,0.04112076386809349,0.06144589185714722
96,1.0,0.9800000190734863,0.0537724643945694,0.062065284699201584
97,1.0,0.9666666388511658,0.036844633519649506,0.08297394961118698
98,1.0,0.9783333539962769,0.03871794790029526,0.0643034279346466
99,1.0,0.9833333492279053,0.03573507070541382,0.05546722933650017
